hr,temp,gsr,mood
101.2,35.72,560.1,Stressed
71.4,33.64,345.9,Relaxed
49.70029539676133,32.17398553750831,86.21595122420585,Fatigued
68.5,32.93,192.5,Relaxed
84.6,34.03,357.3,Focused
70.8,33.43,244.1,Relaxed
63.89018174174035,33.37987595311866,137.29885399337502,Relaxed
56.8,31.36,155.7,Fatigued
103.8,35.62,573.2,Stressed
73.4,33.58,255.6,Relaxed
67.2,33.11,217.3,Relaxed
66.9,33.14,195.2,Relaxed
55.0,31.32,144.5,Fatigued
96.8,35.35,507.3,Focused
78.6,33.34,379.4,Stressed
56.7,31.95,172.9,Fatigued
60.6,32.05,225.7,Fatigued
74.0,33.61,247.4,Relaxed
87.4104944546613,36.704366925350605,675.7496057722276,Stressed
75.6,33.97,302.0,Focused
97.6,35.82,538.9,Focused
84.4,34.17,425.6,Stressed
101.4,35.55,559.4,Stressed
56.7,31.7,147.5,Fatigued
94.5,34.86,520.7,Stressed
105.2,35.33,573.2,Stressed
93.9,34.28,464.3,Stressed
79.92549896961381,33.8762039774365,513.4480717702232,Focused
101.9,35.71,546.6,Stressed
60.2,31.43,134.3,Fatigued
105.2,35.99,580.7,Stressed
103.5,35.46,530.8,Focused
56.2,31.54,164.4,Fatigued
54.9,31.45,153.2,Fatigued
107.5,36.44,632.5,Stressed
66.4,33.34,197.6,Relaxed
70.34309968220775,33.66357308375884,147.9063064055765,Relaxed
108.1,36.18,652.9,Stressed
62.9,32.43,165.0,Fatigued
88.5,35.09,468.9,Focused
59.6,31.85,180.8,Fatigued
87.9,34.18,450.0,Stressed
97.0,34.98,513.0,Stressed
59.0,31.65,209.2,Fatigued
81.31976894985296,34.669775463322885,332.5925567522847,Focused
83.7,34.08,362.4,Focused
59.0,31.58,163.4,Fatigued
64.9,33.29,202.5,Relaxed
50.721454482581265,31.190380697753568,153.3734538109764,Fatigued
89.6,35.12,451.9,Focused
62.9,32.58,186.3,Relaxed
95.0,34.92,555.3,Stressed
108.6,36.38,597.9,Stressed
100.6,35.82,569.8,Stressed
59.3,31.93,160.5,Fatigued
107.4,36.0,604.9,Stressed
83.9,33.75,383.1,Stressed
65.6,33.16,185.4,Relaxed
62.3,33.07,161.2,Relaxed
78.6,33.71,311.2,Focused
60.9,31.45,170.7,Fatigued
76.6,34.28,319.7,Focused
108.7,36.2,656.5,Stressed
56.3,31.37,196.8,Fatigued
87.5,34.42,421.4,Focused
84.4,34.49,425.3,Focused
76.4,33.57,356.5,Stressed
117.62896415557377,35.852880337389124,701.2170044951068,Stressed
105.0,36.24,593.5,Stressed
82.3,34.01,363.7,Focused
110.9,36.22,597.8,Stressed
87.7317015291951,37.48088452284182,510.03636130966777,Stressed
57.2,31.47,153.9,Fatigued
58.9,32.27,181.8,Fatigued
62.0,32.71,163.7,Relaxed
57.3,31.66,151.5,Fatigued
66.4,33.16,255.0,Relaxed
106.7,35.72,617.6,Stressed
86.3,34.5,431.9,Focused
78.0,33.77,384.7,Stressed
84.8,34.44,397.6,Focused
75.33513060993262,34.860524254284904,402.1920086821907,Focused
68.98757215401821,33.0950242820462,216.71498826902246,Relaxed
62.18158613958359,31.400282153953857,126.46187410734183,Fatigued
49.81131903091423,31.98702285678831,108.81639394888474,Fatigued
89.7,34.93,468.0,Focused
97.8,35.21,476.5,Focused
86.1,34.23,363.1,Focused
73.1,33.63,290.4,Relaxed
95.1,35.2,506.5,Focused
58.9,31.87,163.5,Fatigued
97.0,35.58,535.9,Focused
90.9,34.58,490.8,Focused
88.8,35.17,458.1,Focused
54.8,31.29,149.2,Fatigued
75.1,34.26,305.7,Focused
73.6,32.69,291.8,Fatigued
102.4,35.63,574.8,Stressed
72.9,33.31,290.0,Relaxed
55.58337940026124,30.211668801098703,240.76974680627325,Fatigued
61.6,32.6,165.0,Relaxed
60.9,31.81,171.4,Fatigued
60.6,31.75,170.2,Fatigued
61.1205903833203,33.59604602652833,130.99269428659684,Relaxed
106.2,35.76,616.1,Stressed
55.3,31.64,160.3,Fatigued
78.3,33.93,283.0,Relaxed
92.5,35.19,517.4,Focused
65.7,32.98,201.8,Relaxed
85.8,33.77,416.3,Stressed
93.7,35.27,516.4,Focused
46.5510424858907,31.48578644393649,140.9512283981793,Fatigued
105.6,35.58,635.1,Stressed
73.9,33.51,249.8,Relaxed
91.48641912227394,34.9606594734218,357.84930286406444,Focused
64.6,31.97,205.3,Fatigued
127.05291259349686,36.054287028647366,726.4409207057236,Stressed
77.1,33.51,289.8,Relaxed
120.10071089455134,37.03660939480393,672.7686628841607,Stressed
60.7,32.21,173.6,Fatigued
78.0,33.85,310.3,Relaxed
89.0,34.84,476.4,Focused
68.2,33.03,227.9,Relaxed
83.260669304525,35.4045955428141,376.1588314204603,Focused
90.9,34.87,414.9,Focused
100.6,35.59,601.8,Stressed
94.2,35.13,506.7,Focused
66.9,32.66,274.4,Fatigued
82.70947489915552,33.70081394252601,421.7409098540904,Focused
80.5,33.65,375.2,Stressed
58.6,31.49,165.8,Fatigued
83.6,33.69,403.0,Stressed
103.5,35.89,582.9,Stressed
66.1,31.95,241.3,Fatigued
80.9,34.18,384.9,Focused
106.2,36.27,618.0,Stressed
98.43860202609396,33.36930095438416,342.9234599544034,Focused
89.52313554656008,34.871771597160375,496.4411633072111,Focused
97.9,35.33,533.5,Focused
56.1,32.18,169.4,Fatigued
110.9,36.47,639.4,Stressed
86.0,34.29,405.8,Focused
69.4,33.49,223.1,Relaxed
59.1,31.73,191.0,Fatigued
62.5,32.64,181.4,Relaxed
58.1,31.11,142.9,Fatigued
57.5,31.47,165.3,Fatigued
48.879720557944374,31.00576654523397,137.5558525085288,Fatigued
113.31832219000167,37.61666650934406,716.1331832558433,Stressed
74.0,33.6,262.4,Relaxed
113.36240291152707,35.471508381746446,683.7734087115925,Stressed
57.8,31.71,158.4,Fatigued
51.6755418693932,30.898928982060106,78.40913413456437,Fatigued
62.6,31.97,186.8,Fatigued
57.4,31.97,166.1,Fatigued
64.5,32.55,157.0,Relaxed
64.6,32.99,219.1,Relaxed
104.5,36.07,557.1,Stressed
61.4,32.01,175.3,Fatigued
74.5,33.67,283.6,Relaxed
65.0,32.64,194.2,Fatigued
74.1,33.87,318.0,Focused
60.3,31.79,167.3,Fatigued
81.6,34.02,342.5,Focused
81.5,34.12,414.8,Focused
129.76187459994296,34.31251527713559,697.512403224707,Stressed
65.6,32.7,191.2,Relaxed
106.4,35.86,602.3,Stressed
74.4,33.79,283.3,Relaxed
81.2,34.19,333.6,Focused
100.9,35.64,518.0,Focused
75.9,33.6,309.3,Relaxed
66.0,33.37,210.9,Relaxed
101.1,35.53,579.9,Stressed
73.1,33.59,262.5,Relaxed
72.1,33.07,219.9,Relaxed
74.9,33.74,271.8,Relaxed
61.0,32.14,165.7,Fatigued
56.4,31.62,147.0,Fatigued
80.04687900322904,36.1586567484778,785.2300214516176,Stressed
78.2,34.11,304.4,Focused
87.2,34.63,419.3,Focused
104.8,35.79,612.6,Stressed
70.8,33.43,192.8,Relaxed
119.29904853767188,37.86090882922874,654.7242531948776,Stressed
54.64619117451378,31.04037645823347,207.0855899521083,Fatigued
77.54302436470259,34.095898591685696,425.2026267460989,Focused
75.3,33.81,315.6,Relaxed
58.6,31.34,174.2,Fatigued
63.8,32.05,223.7,Fatigued
88.9,34.75,418.0,Focused
89.4,35.24,440.1,Focused
60.0,31.78,172.3,Fatigued
58.9,31.35,141.7,Fatigued
55.3,31.5,159.1,Fatigued
86.0,34.07,418.9,Stressed
87.9,34.59,385.4,Focused
91.8,34.87,474.8,Focused
73.1,33.65,239.8,Relaxed
66.6,33.1,163.7,Relaxed
58.6,32.36,168.9,Fatigued
60.64510905470629,31.18969583903263,171.32796546432377,Fatigued
81.66985639026522,34.06755554938769,388.85499544459594,Focused
102.0,36.12,620.7,Stressed
57.197362636154686,31.856048738251328,162.6169956701561,Fatigued
61.6,32.28,173.2,Fatigued
63.4,31.98,229.9,Fatigued
71.0,33.22,223.8,Relaxed
99.83066786709041,35.927893935472405,825.2416173379355,Stressed
59.7,31.69,152.4,Fatigued
58.6,32.08,178.2,Fatigued
69.3,33.21,205.8,Relaxed
50.184768994126024,30.713670594964142,147.68431985230555,Fatigued
60.5,32.3,172.5,Fatigued
55.0,31.45,147.5,Fatigued
99.8,34.98,537.0,Stressed
90.3,34.44,484.0,Stressed
64.1,32.43,167.6,Fatigued
86.4,34.0,378.8,Focused
62.3,32.83,202.2,Relaxed
74.7,33.08,282.6,Relaxed
71.7,32.79,292.6,Fatigued
90.6,34.98,458.1,Focused
90.2,34.78,463.3,Focused
76.9,33.18,349.1,Stressed
60.7,31.33,160.9,Fatigued
80.0,33.44,358.4,Stressed
81.9,34.55,359.1,Focused
76.7,33.27,345.1,Stressed
81.9,33.93,389.5,Focused
85.9,34.35,408.5,Focused
88.0,34.62,442.8,Focused
85.70687300471349,34.03586309503336,421.84970813889896,Focused
79.0,33.74,344.9,Focused
113.0,36.56,642.4,Stressed
62.3,32.62,162.5,Relaxed
78.3,33.71,307.0,Relaxed
80.57771469029397,34.4506135823948,293.86073018071403,Focused
61.2,32.67,158.6,Fatigued
63.13028646298176,33.71510716684965,106.75417557659149,Relaxed
57.5,32.36,170.7,Fatigued
81.0,34.0,408.8,Stressed
120.21900922652088,36.20060480655186,610.4943460232654,Stressed
69.4,33.25,231.3,Relaxed
100.6,35.29,530.4,Stressed
84.7,34.59,410.5,Focused
58.7,31.83,156.3,Fatigued
84.4,33.86,453.7,Stressed
54.650368243438805,30.91612680216559,230.3624494214731,Fatigued
119.54942541881827,36.91122766623331,667.7254486013105,Stressed
101.9,36.11,587.7,Stressed
60.1,31.78,148.0,Fatigued
111.38652844492637,36.390889332938954,850.7434763213871,Stressed
59.9,31.76,172.9,Fatigued
117.57743419519174,35.851254282871935,640.6641277898519,Stressed
131.03073045145223,37.556285833896276,779.4784815766038,Stressed
103.1,35.24,524.4,Focused
71.6,33.42,249.3,Relaxed
86.1,34.12,402.4,Stressed
60.581789396177804,31.055470516125855,130.83434368092384,Fatigued
83.6,33.94,356.2,Focused
87.3,34.83,417.5,Focused
60.37728130922096,31.119957518601833,120.12226298085143,Fatigued
101.3,35.53,602.4,Stressed
107.61708520304538,37.17907223639419,758.9489012780386,Stressed
101.2,36.29,622.8,Stressed
105.6,36.16,633.0,Stressed
76.3,33.99,333.8,Focused
67.8,32.97,176.1,Relaxed
82.3,33.98,329.8,Focused
87.4,34.59,430.2,Focused
100.0,35.33,564.1,Focused
58.29031284948609,30.157398170704734,122.23628717379054,Fatigued
66.7,32.74,301.3,Fatigued
61.3,32.41,142.3,Fatigued
73.23373391888867,32.83148582063511,191.19313511613976,Relaxed
100.6,35.38,573.6,Stressed
61.2,32.7,173.4,Fatigued
59.32750389152442,30.803690978631945,111.75571668997266,Fatigued
107.4,35.78,597.4,Stressed
71.3,33.3,258.4,Relaxed
81.5,34.19,374.4,Focused
99.9,35.43,539.4,Focused
95.7,34.9,468.7,Stressed
57.3,32.19,176.4,Fatigued
80.83662534071892,34.118235746045215,397.50635699405115,Focused
67.4,33.6,188.5,Relaxed
66.1,33.09,207.4,Relaxed
66.6,33.28,211.2,Relaxed
82.9,33.65,399.2,Stressed
69.2,33.13,187.7,Relaxed
57.2,31.85,172.1,Fatigued
79.5,33.55,269.9,Relaxed
77.0,34.35,332.9,Focused
110.8552063530684,35.45429981440273,853.8544432850872,Stressed
68.8,33.2,212.2,Relaxed
72.2,33.4,262.8,Relaxed
88.62168613266456,35.86731971899589,602.5583114608413,Stressed
96.6,34.97,543.0,Stressed
56.2,31.27,169.9,Fatigued
55.5,30.95,128.7,Fatigued
67.0,33.26,213.8,Relaxed
71.7,33.05,326.0,Fatigued
66.29775191661066,33.45535796885669,191.72422443889963,Relaxed
78.4,33.87,333.5,Relaxed
56.7,31.3,175.1,Fatigued
55.478394284432405,30.221760533180227,143.90762633841942,Fatigued
68.0,33.19,188.2,Relaxed
110.8,36.04,624.8,Stressed
103.1,35.99,603.3,Stressed
72.1,33.15,228.7,Relaxed
80.1,33.89,342.0,Focused
64.4,33.09,187.7,Relaxed
65.3,32.9,211.7,Relaxed
66.1,33.11,202.7,Relaxed
97.0,35.53,558.9,Stressed
53.0,31.28,161.7,Fatigued
92.5,35.29,484.8,Focused
72.2,33.6,278.3,Relaxed
83.08149504421796,36.39488847932709,588.5213588933015,Stressed
70.46567093533231,33.31092025775744,116.6700742958762,Relaxed
59.36745961205316,30.95297829859628,136.2961684489431,Fatigued
94.1,35.34,508.6,Focused
68.4,33.53,239.1,Relaxed
88.5,34.08,354.0,Focused
84.36599202530758,33.87157647923797,340.2663514014427,Focused
55.8,31.52,178.5,Fatigued
95.6,35.06,485.7,Stressed
82.1,34.54,359.2,Focused
95.2,35.2,505.5,Stressed
53.9,31.46,145.7,Fatigued
58.2,31.86,155.1,Fatigued
52.866666630758296,31.98465311436697,181.18858618584292,Fatigued
66.2,32.28,236.5,Fatigued
101.9,35.18,566.8,Stressed
103.9,36.49,618.0,Stressed
83.4,34.15,393.4,Focused
116.20189473248472,37.19595265391409,500.89929678133853,Stressed
59.8,32.57,179.5,Fatigued
93.2,34.92,506.2,Stressed
63.3,32.09,192.2,Fatigued
95.4,35.27,492.7,Focused
97.7,35.49,571.2,Stressed
60.2,32.25,176.3,Fatigued
84.35900409921348,34.152396458801555,368.55677194830025,Focused
64.6,32.68,159.9,Relaxed
71.5,33.33,228.2,Relaxed
56.7,31.66,167.2,Fatigued
63.3,32.59,172.2,Relaxed
95.3,35.36,504.9,Focused
75.3,33.17,337.8,Stressed
73.0,33.89,288.1,Relaxed
83.3,33.94,410.8,Stressed
92.9,35.26,466.0,Focused
97.7,35.69,477.5,Focused
52.90978206588445,30.17606473311979,116.50658504842019,Fatigued
71.8,33.45,280.4,Relaxed
76.4,33.41,254.1,Relaxed
78.2,34.09,352.0,Focused
87.3,34.51,413.9,Focused
107.9,36.01,583.0,Stressed
66.9,32.9,186.0,Relaxed
87.12585973078122,35.33634569561494,312.3892335485586,Focused
74.5,33.99,301.6,Relaxed
108.727077253866,36.48099858773244,681.7601510902078,Stressed
89.5,34.3,471.0,Stressed
102.5,35.67,608.3,Stressed
70.9,33.8,274.3,Relaxed
69.12939136688347,32.31071003324943,205.35271179452099,Relaxed
106.8,36.02,607.4,Stressed
97.5,35.68,504.6,Focused
58.68466653608572,32.82087412303611,165.369450017477,Relaxed
91.0,34.77,455.5,Focused
92.8,35.77,521.3,Focused
93.9,34.86,471.2,Focused
103.14919674833364,34.137740237970114,497.1785274136593,Stressed
84.82085895262941,34.77055534579057,336.40167261963137,Focused
62.3,32.84,188.8,Relaxed
67.2,32.95,187.6,Relaxed
106.2,35.93,583.2,Stressed
61.0,31.43,177.5,Fatigued
109.92038011247986,37.045719158770844,727.3952002397847,Stressed
54.7,31.5,166.7,Fatigued
70.2,32.7,305.1,Fatigued
93.7,35.19,498.0,Focused
76.1,33.81,322.8,Focused
54.35267522685094,31.24511982196968,183.4038726217855,Fatigued
65.2,32.78,150.5,Relaxed
59.7,31.72,162.7,Fatigued
59.50260137793011,33.256626883699425,148.77708842762246,Relaxed
90.8,35.12,498.9,Focused
72.31037325389583,33.24153736951249,229.96699574263815,Relaxed
68.1,33.25,228.1,Relaxed
56.0,31.9,147.2,Fatigued
68.6,33.33,185.5,Relaxed
106.7,36.51,599.9,Stressed
58.9,31.47,163.9,Fatigued
77.0,33.83,282.5,Relaxed
77.8,33.83,345.9,Focused
54.5,31.34,146.6,Fatigued
94.5,35.24,499.9,Focused
68.3,32.36,280.4,Fatigued
53.51753289349397,30.646316847776585,138.1939356431587,Fatigued
90.1,35.02,456.0,Focused
64.5,33.22,197.5,Relaxed
69.51898619648783,33.17414928431028,286.3927980286121,Relaxed
47.428079226473294,30.79862878945174,107.49880071987,Fatigued
74.0,32.76,310.4,Fatigued
78.9,33.71,372.0,Stressed
72.8,32.83,268.6,Fatigued
54.6,31.42,145.4,Fatigued
61.85645931062698,32.657514117668256,172.62531255393765,Relaxed
104.2,35.9,582.6,Stressed
81.4,34.04,346.4,Focused
89.6,34.55,458.4,Stressed
78.0,33.92,302.6,Relaxed
87.56193934667891,34.29125157366935,421.83188901272825,Focused
109.36414706904067,35.85251669154234,829.5100529194438,Stressed
67.8,33.43,226.2,Relaxed
86.9559042057787,35.116670918480374,395.1824783666387,Focused
65.5,33.05,217.9,Relaxed
75.1,33.19,318.5,Fatigued
68.7,32.04,255.9,Fatigued
79.1,33.29,334.9,Stressed
83.5,34.13,327.4,Focused
71.3,33.26,206.3,Relaxed
52.42051944789728,31.33473634145121,145.36715351081182,Fatigued
102.7,36.12,609.0,Stressed
95.0,35.03,527.3,Stressed
86.9,34.39,415.0,Focused
71.7,33.48,275.7,Relaxed
105.6,35.84,609.4,Stressed
109.7,36.25,662.0,Stressed
90.2,35.12,504.3,Focused
67.8,33.39,258.6,Relaxed
64.5,32.67,168.2,Relaxed
73.6,33.05,248.8,Relaxed
62.9,32.59,220.4,Relaxed
60.6,32.0,174.6,Fatigued
64.4,32.39,165.1,Fatigued
62.4,32.73,188.0,Relaxed
82.8,34.31,361.0,Focused
68.4,32.81,304.9,Fatigued
56.2,31.39,162.8,Fatigued
90.9,34.2,460.5,Focused
73.7,33.37,341.9,Stressed
99.2,35.55,578.1,Stressed
63.0,31.86,208.6,Fatigued
61.2,32.21,184.4,Fatigued
109.6,36.02,616.7,Stressed
63.35153193620627,32.69241396726789,185.33719949500627,Relaxed
66.7,33.37,161.4,Relaxed
65.7,32.76,168.2,Relaxed
101.2,35.02,551.8,Stressed
101.5,35.42,507.4,Focused
76.80027797246939,34.14383960427048,285.3962414983022,Focused
75.8,33.68,289.7,Relaxed
57.2,31.23,160.9,Fatigued
91.7,34.95,503.4,Stressed
72.8,33.67,267.0,Relaxed
112.0,35.89,639.7,Stressed
72.5,33.41,232.9,Relaxed
73.6,33.94,292.9,Relaxed
56.6,31.64,168.8,Fatigued
78.6,34.23,325.4,Focused
74.3664980490432,34.14968672684754,325.1932455499837,Focused
95.8,34.5,463.5,Stressed
67.4,33.3,185.1,Relaxed
67.7,33.27,203.1,Relaxed
106.8,36.06,568.7,Stressed
59.5,31.49,189.6,Fatigued
110.8,36.2,660.1,Stressed
101.9,35.48,550.0,Stressed
80.6,33.73,321.8,Relaxed
75.6,33.8,314.2,Focused
85.6,34.58,367.9,Focused
93.2,34.43,470.7,Stressed
64.8,32.71,175.5,Relaxed
83.1,34.34,376.0,Focused
92.4,35.06,463.3,Focused
110.18780449084328,35.34562604633044,655.3629266040073,Stressed
117.59720483343314,35.30849361592225,847.6796974070907,Stressed
78.7,33.55,320.0,Relaxed
64.5,32.72,171.5,Relaxed
63.3,32.68,258.6,Fatigued
88.7,34.3,451.3,Stressed
118.36088256743142,35.118011215027536,798.0101857307184,Stressed
58.5,31.95,174.5,Fatigued
105.4,36.13,586.6,Stressed
58.6,31.59,212.1,Fatigued
101.8,36.2,600.3,Stressed
64.0,32.77,177.4,Relaxed
63.5,33.33,189.6,Relaxed
69.9,33.41,227.2,Relaxed
107.6,36.18,622.6,Stressed
48.76005834241562,30.879806413823413,138.9885954357889,Fatigued
76.86261581711322,33.817967580658426,248.983333855993,Focused
87.8,34.64,432.5,Focused
69.6,32.74,281.9,Fatigued
99.6,35.26,583.5,Stressed
99.2,35.37,543.1,Focused
56.2,31.49,176.7,Fatigued
65.30881285916634,33.19157407220125,196.03584891884714,Relaxed
60.8,32.14,193.6,Fatigued
106.1,35.79,616.1,Stressed
81.1080105297805,34.13693071891203,298.340216199721,Focused
79.6,34.13,340.1,Focused
58.3,31.52,156.3,Fatigued
82.8,34.16,375.4,Focused
89.7,34.56,480.7,Stressed
87.6,34.95,425.0,Focused
78.65638473434628,33.077408315297035,190.12429540539583,Relaxed
98.97727710348602,35.79281631257119,687.9164544000172,Stressed
57.0,31.48,169.9,Fatigued
105.7,36.25,635.1,Stressed
70.8,33.02,297.2,Fatigued
92.9,34.96,453.8,Focused
65.6,32.61,192.7,Relaxed
58.4,31.33,151.4,Fatigued
93.0,35.1,441.5,Focused
67.35816399032466,33.77137997953474,161.56170089612547,Relaxed
119.17973712908437,35.02577982060528,680.0088126201176,Stressed
69.7,33.53,224.1,Relaxed
62.3,32.73,260.8,Fatigued
44.95603700766703,31.213411147789618,219.36058450734708,Fatigued
68.0,33.51,216.5,Relaxed
101.5,35.6,521.7,Focused
64.4,32.66,289.7,Fatigued
84.6,34.6,388.8,Focused
86.8,34.14,432.6,Stressed
58.9,32.05,241.0,Fatigued
94.8,35.5,557.3,Focused
66.0,33.53,234.8,Relaxed
60.9,31.67,184.3,Fatigued
63.6,32.41,148.3,Fatigued
65.3,32.77,176.5,Relaxed
58.6,31.47,130.0,Fatigued
57.4,31.21,142.6,Fatigued
76.5,33.79,284.7,Relaxed
82.6,33.93,395.7,Stressed
93.78764384222232,35.791628710857054,686.9996889187912,Stressed
76.7,33.64,281.8,Relaxed
107.8,35.98,627.8,Stressed
57.430701835243426,31.737931395418475,121.32773738375576,Fatigued
96.5,35.43,519.8,Focused
65.36403090855275,33.904854774438746,151.5805178187019,Relaxed
92.5,34.85,503.4,Stressed
102.6,35.98,600.7,Stressed
80.1,33.48,371.1,Stressed
61.1,31.9,151.3,Fatigued
109.9,35.78,634.0,Stressed
69.5,33.5,195.0,Relaxed
81.2,34.18,342.3,Focused
102.0,35.64,573.7,Stressed
57.1,31.99,177.9,Fatigued
80.9,34.01,333.8,Focused
66.9,33.26,174.1,Relaxed
65.2,32.84,193.5,Relaxed
60.8,32.08,181.6,Fatigued
123.40153845745873,37.15034807556175,757.8531068494088,Stressed
87.61848257590438,33.99140959344845,372.719066047736,Focused
89.4,34.33,435.2,Focused
87.1,34.77,460.2,Stressed
78.6,34.6,363.9,Focused
105.7,36.13,609.2,Stressed
66.84332331192945,33.247848569165356,233.07789169132693,Relaxed
58.8,31.96,171.9,Fatigued
60.3,31.99,183.9,Fatigued
59.5,32.15,176.0,Fatigued
92.9,34.28,514.0,Stressed
65.3,33.04,214.8,Relaxed
80.5,33.49,369.9,Stressed
90.99500962534425,35.41986447214498,687.3713273832907,Stressed
105.34799361631781,35.14240859565452,572.0082412739023,Stressed
66.1,33.23,249.5,Relaxed
68.6,33.08,220.6,Relaxed
72.32014332651609,32.8195226190223,113.87029550088127,Relaxed
59.4,32.06,187.1,Fatigued
67.3,33.64,243.1,Relaxed
57.3,31.75,179.7,Fatigued
61.6,32.4,239.1,Fatigued
74.3,32.94,273.1,Relaxed
86.7,34.39,410.8,Focused
59.0,31.89,182.6,Fatigued
96.3,34.94,493.0,Focused
57.3,31.66,168.4,Fatigued
53.4,31.34,144.0,Fatigued
67.9,32.97,187.2,Relaxed
65.2,33.21,175.9,Relaxed
71.3,33.64,225.3,Relaxed
70.4,33.67,226.5,Relaxed
87.2,34.74,415.2,Focused
75.2,33.61,265.3,Relaxed
78.8,34.1,342.7,Focused
61.6,31.96,142.3,Fatigued
85.58043283508951,34.34446021279765,384.32138579750284,Focused
58.8,32.27,134.8,Fatigued
82.6,33.45,389.7,Stressed
105.6,35.8,564.0,Stressed
77.3,33.58,282.8,Relaxed
59.0,31.84,171.3,Fatigued
88.7,34.81,431.7,Focused
85.2,34.43,360.7,Focused
90.05833086543842,34.98739098733454,429.39928356977885,Focused
62.1,32.46,199.3,Relaxed
62.9,32.64,178.3,Fatigued
110.12432924647042,35.41675016566457,646.0549098234258,Stressed
97.5,35.11,489.9,Focused
107.7,36.07,629.8,Stressed
88.3,34.64,442.8,Focused
63.9,32.51,195.9,Relaxed
57.6,31.65,156.8,Fatigued
112.1,36.25,659.0,Stressed
57.4,31.6,148.4,Fatigued
91.1,34.64,433.3,Focused
91.6,34.71,455.0,Focused
62.1,32.18,151.3,Fatigued
107.40640588334014,35.455515015521264,686.2888728206884,Stressed
49.7,31.03,148.3,Fatigued
65.2,32.89,149.9,Relaxed
95.8,35.57,491.3,Focused
71.6,32.96,295.4,Fatigued
107.0,36.36,609.1,Stressed
100.5,35.74,550.6,Stressed
65.9,32.58,207.7,Fatigued
98.1,35.32,529.2,Stressed
66.7,32.46,241.2,Fatigued
73.2,33.61,275.9,Relaxed
108.5,36.01,650.7,Stressed
68.5,33.17,236.1,Relaxed
107.4,36.23,644.4,Stressed
60.0,31.5,121.2,Fatigued
116.67739366757174,35.851985073517184,701.3051006071279,Stressed
56.8,31.66,174.0,Fatigued
98.72615689957989,35.123536036756136,702.4197119316027,Stressed
76.9,33.72,267.1,Relaxed
82.2,33.78,390.2,Focused
54.8,31.39,119.1,Fatigued
88.1,35.02,510.8,Focused
99.3,35.22,527.8,Stressed
60.08887219451341,31.67971502234202,213.17067621034047,Fatigued
76.5,34.09,301.2,Focused
93.6,34.98,506.7,Focused
78.0,34.33,408.7,Stressed
63.846012146677566,33.18398122206596,170.99712251160926,Relaxed
74.1,33.2,249.1,Relaxed
85.9,34.25,363.3,Focused
90.33727120838118,34.44930215932268,488.0027363775308,Focused
94.8,35.35,504.3,Focused
54.7,31.52,155.4,Fatigued
77.3,33.66,311.4,Relaxed
82.0,33.75,401.2,Stressed
63.5,32.87,152.3,Relaxed
92.7,35.37,497.9,Focused
100.50602150222464,37.05565917833845,871.8590946824945,Stressed
92.2,34.73,473.1,Focused
107.1,35.83,609.6,Stressed
55.5,31.74,194.6,Fatigued
68.61438020768257,32.72535615653859,175.61010173501674,Relaxed
67.4,33.47,212.2,Relaxed
115.77188048561707,35.78789830447805,860.9186503505249,Stressed
92.0,34.42,458.4,Stressed
91.7,34.98,476.4,Stressed
68.7,33.09,204.9,Relaxed
85.1,34.05,438.6,Stressed
92.5,35.18,566.0,Stressed
108.5,36.42,614.3,Stressed
62.0,32.42,176.2,Fatigued
62.6,31.51,212.2,Fatigued
80.4,33.5,374.1,Stressed
59.305784671580284,30.928990169546406,81.60531367296208,Fatigued
58.7,31.22,154.9,Fatigued
104.4,35.55,584.3,Stressed
63.4,32.82,178.6,Relaxed
93.4,35.05,510.9,Focused
57.52492591255835,33.31787914226036,227.68378010867428,Relaxed
71.49950385623731,33.33341766994154,149.61299654312074,Relaxed
87.35537575351363,33.9946602313833,364.2700997153611,Focused
64.1,33.31,216.0,Relaxed
107.6,36.38,620.4,Stressed
111.4,36.16,610.4,Stressed
78.2,33.89,299.6,Relaxed
62.7,32.24,237.6,Fatigued
97.5,34.96,485.2,Focused
79.6,34.1,380.3,Focused
106.8,36.29,611.9,Stressed
64.9,32.1,169.2,Fatigued
75.9,33.32,361.1,Stressed
60.7,31.92,147.7,Fatigued
64.5,32.9,170.0,Relaxed
109.3,36.08,615.7,Stressed
61.4,32.59,174.4,Relaxed
69.2,33.15,205.0,Relaxed
106.3,36.47,635.2,Stressed
107.26696799680886,38.435006673637474,787.0100585095636,Stressed
66.6,33.31,184.3,Relaxed
58.9,31.61,178.3,Fatigued
61.4,32.03,167.9,Fatigued
68.4468737241377,32.60210142380243,254.26285700590998,Relaxed
77.4,34.13,360.0,Focused
91.3,34.61,460.2,Stressed
68.6,33.38,203.5,Relaxed
111.0,36.31,660.0,Stressed
69.3,33.62,275.9,Relaxed
50.53807336681441,31.31505211217719,111.21251593363259,Fatigued
109.0,36.5,649.2,Stressed
98.4,35.23,525.7,Focused
83.6,33.58,379.2,Stressed
102.9,35.98,606.6,Stressed
59.6,32.61,204.0,Relaxed
81.51112179397741,34.712754755202134,256.9423723714883,Focused
53.5,31.41,128.6,Fatigued
62.9,32.58,210.6,Relaxed
91.2,34.57,477.8,Stressed
94.8,35.32,497.5,Focused
62.5,32.95,199.6,Relaxed
87.7,34.6,436.8,Focused
55.5,31.31,149.7,Fatigued
66.2,32.64,186.4,Relaxed
76.1,33.83,326.5,Focused
68.9,33.27,178.4,Relaxed
